2, -8.6442,  -13.7147
2,-11.0857,  -16.1813
2,-11.6703,  -15.8771
2,-10.2231,  -17.9333
2, -5.2284,  -12.2868
2, -5.2266,   -9.6994
2,-10.7407,  -18.8587
2, -7.7880,  -14.3298
2, -6.6997,  -14.4445
2, -8.7602,  -14.0949
2,-12.1000,  -18.8818
2, -9.8969,  -16.6659
2, -7.8930,  -15.0276
2,-12.3735,  -18.7520
2, -8.6636,  -15.6111
2, -8.6631,  -13.6848
2, -7.2877,  -18.5126
2,-11.5023,  -18.4944
2, -7.0033,  -18.2053
2,-14.3684,  -16.0368
2,-11.2323,  -17.9235
2,-13.5456,  -18.1446
2,-11.1267,  -18.4202
2, -8.0056,  -17.8956
2, -9.8479,  -12.1874
2, -7.9810,  -13.1608
2, -9.9674,  -16.9300
2, -8.2196,  -16.1783
2,-13.2403,  -28.1340
2, -6.7016,  -13.2847
2, -7.4665,  -12.7940
2,-10.4916,  -13.0970
2, -7.5601,  -15.7436
2, -8.8202,  -16.4796
2, -2.2750,  -14.4029
2,-14.2192,  -13.2385
2,  4.1482,   -5.7414
2,-11.4323,  -12.5348
2, -9.9217,  -20.0040
2, -8.4200,  -17.3626
2, -8.2770,  -13.7967
2,-11.6992,  -16.2038
2, -8.1492,  -12.8220
2,-14.5498,  -18.0858
2, -8.1975,  -18.0779
2, -9.3147,   -8.6053
2, -3.5898,   -9.0820
2, -6.9201,  -16.5050
2,-11.4668,  -15.0250
2, -6.8969,  -12.1795
2,-14.7577,  -17.8106
2, -8.8735,  -18.3744
2,-10.1024,  -20.2818
2, -2.6421,   -8.2315
2, -9.7170,  -12.7194
2,-10.7711,  -14.1637
2, -5.1080,  -16.1785
2,  0.1784,  -11.0461
2,-15.2993,  -21.5807
2, -8.3650,  -14.0161
2, -6.8482,  -17.8468
2,-18.1523,  -18.6187
2, -5.4863,  -13.7127
2, -6.4473,  -14.4663
2,-11.8800,  -16.31151
3,-11.3512,  -14.9425
